time,EMG1,EMG2,EMG3,flow,volume,poes,pgas,pdi
27.516,-0.0075561,0.0016656,0.012574,-0.90261,-0.13957,-8.4195,10.287,18.707
27.517,-0.012135,0.0091285,-0.0087832,-0.90385,-0.13868,-8.4336,10.301,18.735
27.518,-0.021532,0.012093,-0.030084,-0.90509,-0.13779,-8.4478,10.315,18.763
27.519,-0.0010167,-0.00051696,-0.0075373,-0.90633,-0.13689,-8.4621,10.328,18.79
27.52,-0.047275,-0.023596,-0.032259,-0.90756,-0.136,-8.4764,10.342,18.818
27.521,-0.040034,-0.029173,-0.0094498,-0.90878,-0.1351,-8.4907,10.356,18.846
27.522,-0.031607,0.019251,-0.03312,-0.91001,-0.13421,-8.5051,10.369,18.874
27.523,-0.016398,-0.033098,-0.016086,-0.91122,-0.13331,-8.5196,10.383,18.902
27.524,-0.026734,0.006497,-0.0099951,-0.91244,-0.13241,-8.5342,10.396,18.93
27.525,0.016295,-0.044627,-0.010113,-0.91365,-0.13151,-8.5489,10.409,18.958
27.526,-0.007158,-0.020491,-0.0227,-0.91485,-0.13061,-8.5637,10.423,18.986
27.527,0.042133,-0.043702,-0.063267,-0.91605,-0.12971,-8.5786,10.436,19.014
27.528,0.051551,-0.022051,-0.021799,-0.91725,-0.12881,-8.5935,10.449,19.042
27.529,0.094034,-0.05259,-0.026028,-0.91844,-0.1279,-8.6086,10.462,19.071
27.53,0.076174,-0.058654,-0.016454,-0.91963,-0.127,-8.6238,10.475,19.099
27.531,0.058171,-0.034178,0.0029765,-0.92081,-0.12609,-8.639,10.488,19.127
27.532,0.033655,-0.042837,0.01937,-0.92199,-0.12518,-8.6543,10.501,19.155
27.533,0.036017,-0.016304,0.058821,-0.92316,-0.12427,-8.6697,10.513,19.183
27.534,-0.025386,-0.0056969,0.092306,-0.92433,-0.12336,-8.685,10.526,19.211
27.535,-0.06658,0.054054,0.048938,-0.9255,-0.12245,-8.7004,10.538,19.239
27.536,-0.041988,0.060044,0.072396,-0.92666,-0.12154,-8.7159,10.551,19.266
27.537,-0.084068,0.066145,0.021768,-0.92782,-0.12062,-8.7313,10.563,19.294
27.538,-0.026588,0.039045,0.024659,-0.92897,-0.11971,-8.7468,10.575,19.322
27.539,-0.058723,0.071819,-0.00611,-0.93012,-0.11879,-8.7622,10.587,19.349
27.54,0.015204,0.10255,0.0073972,-0.93126,-0.11788,-8.7776,10.599,19.377
27.541,-0.036481,0.048896,-0.013905,-0.9324,-0.11696,-8.7931,10.611,19.404
27.542,-0.0042115,0.047512,0.0066777,-0.93353,-0.11604,-8.8085,10.623,19.431
27.543,0.023002,0.044055,0.012354,-0.93466,-0.11512,-8.8239,10.634,19.458
27.544,-0.0080051,0.007691,0.037067,-0.93579,-0.1142,-8.8393,10.646,19.485
27.545,-0.0043099,0.046814,0.0077066,-0.93691,-0.11327,-8.8547,10.658,19.512
27.546,-0.011067,-0.028574,0.015957,-0.93803,-0.11235,-8.8702,10.669,19.539
27.547,0.012757,-0.041881,0.012396,-0.93914,-0.11142,-8.8857,10.68,19.566
27.548,-0.015413,-0.034704,0.040485,-0.94025,-0.1105,-8.9012,10.692,19.593
27.549,0.0098095,-0.012443,0.023106,-0.94135,-0.10957,-8.9168,10.703,19.62
27.55,0.030031,-0.078784,0.01906,-0.94245,-0.10864,-8.9324,10.714,19.647
27.551,-0.011274,-0.024778,-0.033676,-0.94355,-0.10771,-8.948,10.726,19.673
27.552,0.03406,-0.0078456,-0.05616,-0.94464,-0.10678,-8.9636,10.737,19.7
27.553,0.043883,0.0045724,-0.045381,-0.94572,-0.10585,-8.9792,10.748,19.727
27.554,-0.034909,-0.039971,-0.072351,-0.9468,-0.10492,-8.9948,10.759,19.753
27.555,0.026926,0.055829,-0.10724,-0.94788,-0.10398,-9.0105,10.769,19.78
27.556,0.0021993,0.041148,-0.032051,-0.94895,-0.10305,-9.0261,10.78,19.806
27.557,0.0048527,0.031455,-0.051426,-0.95002,-0.10211,-9.0418,10.791,19.833
27.558,-0.012145,0.013349,-0.045044,-0.95109,-0.10117,-9.0575,10.801,19.859
27.559,-0.0085307,0.06625,-0.047551,-0.95214,-0.10023,-9.0732,10.812,19.885
27.56,-0.015592,-0.0095491,-0.019165,-0.9532,-0.099295,-9.089,10.822,19.911
27.561,0.017335,-0.023624,0.018304,-0.95425,-0.098355,-9.1047,10.833,19.937
27.562,0.01504,-0.052167,0.03843,-0.95529,-0.097414,-9.1204,10.843,19.963
27.563,-0.025382,-0.061243,0.0065949,-0.95633,-0.096471,-9.1361,10.853,19.989
27.564,0.048054,-0.073852,0.0076132,-0.95737,-0.095528,-9.1518,10.863,20.014
27.565,-0.0090554,-0.071299,0.054778,-0.9584,-0.094583,-9.1674,10.872,20.04
27.566,-0.034919,-0.055229,0.053473,-0.95943,-0.093638,-9.183,10.882,20.065
27.567,-0.020244,-0.033035,0.035874,-0.96045,-0.092691,-9.1985,10.891,20.09
27.568,-0.052479,-0.10729,0.077214,-0.96147,-0.091743,-9.214,10.901,20.115
27.569,-0.058044,-0.0072347,0.058842,-0.96248,-0.090795,-9.2294,10.91,20.139
27.57,-0.063004,-0.0495,0.029519,-0.96349,-0.089845,-9.2448,10.919,20.164
27.571,-0.039635,-0.033033,0.036992,-0.9645,-0.088895,-9.2602,10.928,20.188
27.572,-0.095465,0.022635,0.0061754,-0.9655,-0.087943,-9.2755,10.937,20.212
27.573,-0.069561,0.029407,0.0032444,-0.96649,-0.08699,-9.2907,10.945,20.236
27.574,-0.015903,0.012019,-0.00038288,-0.96748,-0.086037,-9.3059,10.954,20.26
27.575,-0.016922,0.085378,-0.038779,-0.96847,-0.085082,-9.3211,10.962,20.283
27.576,-0.018452,0.047633,0.0068998,-0.96945,-0.084126,-9.3361,10.97,20.307
27.577,-0.037729,0.027255,-0.011306,-0.97043,-0.08317,-9.3511,10.979,20.33
27.578,0.012465,0.061219,-0.052966,-0.9714,-0.082212,-9.3659,10.987,20.352
27.579,0.064657,0.094929,-0.045615,-0.97237,-0.081254,-9.3807,10.994,20.375
27.58,0.00046205,0.082012,-0.049633,-0.97333,-0.080294,-9.3953,11.002,20.398
27.581,0.074162,0.029676,-0.036146,-0.97429,-0.079334,-9.4098,11.01,20.42
27.582,0.082265,0.051597,-0.061144,-0.97524,-0.078372,-9.4243,11.017,20.442
27.583,0.087032,0.0088144,-0.071612,-0.97619,-0.07741,-9.4386,11.025,20.463
27.584,0.089022,0.023525,-0.061756,-0.97714,-0.076447,-9.4528,11.032,20.485
27.585,0.071137,-0.027679,-0.022994,-0.97807,-0.075483,-9.4669,11.039,20.506
27.586,0.039581,0.022629,-0.03929,-0.97901,-0.074517,-9.4809,11.046,20.527
27.587,0.028765,0.0090048,-0.0069699,-0.97994,-0.073551,-9.4948,11.053,20.548
27.588,0.013112,-0.0048643,-0.0045553,-0.98087,-0.072584,-9.5085,11.06,20.569
27.589,-0.027308,-0.039763,-0.045161,-0.98179,-0.071616,-9.5221,11.067,20.589
27.59,-0.012791,-0.018976,0.0062119,-0.9827,-0.070647,-9.5356,11.074,20.61
27.591,-0.027666,-0.019404,0.019387,-0.98362,-0.069678,-9.549,11.081,20.63
27.592,-0.05276,-0.091602,-0.037976,-0.98452,-0.068707,-9.5622,11.087,20.649
27.593,-0.053561,-0.0075285,-0.014507,-0.98543,-0.067735,-9.5754,11.094,20.669
27.594,-0.026143,-0.049332,0.011265,-0.98633,-0.066763,-9.5883,11.1,20.688
27.595,-0.03989,0.0064374,0.024184,-0.98722,-0.065789,-9.6012,11.106,20.708
27.596,-0.068414,0.030985,0.049873,-0.98811,-0.064815,-9.6139,11.113,20.727
27.597,-0.052134,0.003665,0.0017487,-0.98899,-0.06384,-9.6266,11.119,20.745
27.598,0.012254,0.023285,0.029084,-0.98987,-0.062864,-9.639,11.125,20.764
27.599,0.0012852,0.086118,0.043487,-0.99075,-0.061887,-9.6514,11.131,20.782
27.6,-0.010121,-0.011905,-0.014348,-0.99162,-0.060909,-9.6636,11.137,20.801
27.601,0.0089181,-0.025688,0.0069968,-0.99248,-0.05993,-9.6757,11.143,20.819
27.602,0.081727,0.0077945,-0.0020362,-0.99334,-0.058951,-9.6877,11.149,20.837
27.603,0.045615,-0.026483,-0.041393,-0.9942,-0.05797,-9.6996,11.155,20.854
27.604,0.063049,-0.069369,-0.0022876,-0.99505,-0.056989,-9.7113,11.16,20.872
27.605,0.039429,-0.037967,0.015084,-0.99589,-0.056007,-9.7229,11.166,20.889
27.606,0.087909,-0.057901,0.01457,-0.99674,-0.055024,-9.7343,11.172,20.906
27.607,0.071712,-0.058257,0.0005436,-0.99757,-0.05404,-9.7456,11.177,20.923
27.608,0.022497,-0.061658,0.020238,-0.9984,-0.053056,-9.7567,11.182,20.939
27.609,0.010377,-0.072702,0.0009902,-0.99923,-0.05207,-9.7677,11.188,20.956
27.61,0.0060839,-0.031924,0.0030932,-1.0001,-0.051084,-9.7786,11.193,20.972
27.611,-0.019565,-0.0038108,0.021676,-1.0009,-0.050097,-9.7893,11.198,20.988
27.612,-0.039322,0.060992,-0.0043001,-1.0017,-0.049109,-9.7999,11.204,21.004
27.613,-0.073314,0.054991,0.016686,-1.0025,-0.04812,-9.8103,11.209,21.019
27.614,-0.028291,0.046062,0.03675,-1.0033,-0.047131,-9.8205,11.214,21.035
27.615,-0.015926,0.080894,0.046407,-1.0041,-0.04614,-9.8306,11.219,21.05
27.616,-0.05271,0.05933,0.022512,-1.0049,-0.045149,-9.8405,11.224,21.065
27.617,-0.023939,0.044241,0.039642,-1.0057,-0.044157,-9.8502,11.229,21.079
27.618,0.046126,-0.021493,0.022768,-1.0065,-0.043164,-9.8598,11.234,21.094
27.619,-0.018262,0.038851,0.038377,-1.0072,-0.042171,-9.8691,11.239,21.108
27.62,-0.02102,-0.033608,0.015014,-1.008,-0.041177,-9.8783,11.244,21.122
27.621,0.028619,-0.0027084,0.027642,-1.0088,-0.040182,-9.8873,11.249,21.136
27.622,-0.011898,-0.0011292,0.037159,-1.0096,-0.039186,-9.8961,11.254,21.15
27.623,-0.035452,-0.048077,0.026707,-1.0103,-0.038189,-9.9047,11.258,21.163
27.624,-0.040045,-0.037265,0.036733,-1.0111,-0.037192,-9.9131,11.263,21.176
27.625,-0.034508,-0.031548,0.042899,-1.0118,-0.036194,-9.9212,11.268,21.189
27.626,0.014496,-0.042647,0.010174,-1.0126,-0.035195,-9.9292,11.272,21.202
27.627,0.016661,-0.022825,-0.032986,-1.0133,-0.034195,-9.937,11.277,21.214
27.628,-0.010032,-0.042139,0.02197,-1.0141,-0.033195,-9.9446,11.281,21.226
27.629,0.018805,-0.058187,-0.040812,-1.0148,-0.032194,-9.9519,11.286,21.238
27.63,0.069198,-0.028567,-0.051192,-1.0155,-0.031192,-9.9589,11.29,21.249
27.631,0.045437,0.016961,-0.022339,-1.0162,-0.03019,-9.9658,11.295,21.26
27.632,-0.00094224,-0.062795,-0.058491,-1.0169,-0.029186,-9.9723,11.299,21.271
27.633,0.02689,0.023554,-0.026112,-1.0177,-0.028183,-9.9787,11.303,21.282
27.634,0.0020366,0.016453,-0.061486,-1.0184,-0.027178,-9.9847,11.307,21.292
27.635,0.0179,0.025284,-0.015693,-1.0191,-0.026172,-9.9906,11.311,21.302
27.636,-0.063682,-0.0241,-0.031289,-1.0198,-0.025166,-9.9962,11.315,21.311
27.637,-0.0095342,0.045749,-0.017502,-1.0205,-0.02416,-10.002,11.319,21.32
27.638,-0.078126,0.042344,-0.0079697,-1.0212,-0.023152,-10.007,11.323,21.329
27.639,-0.025149,0.042861,-0.010825,-1.0218,-0.022144,-10.012,11.326,21.338
27.64,-0.029688,0.038712,-0.037265,-1.0225,-0.021135,-10.016,11.33,21.346
27.641,0.0070133,0.038919,-0.026698,-1.0232,-0.020126,-10.021,11.333,21.354
27.642,-0.0051445,0.031971,0.013725,-1.0239,-0.019116,-10.025,11.337,21.362
27.643,0.052873,0.01519,0.005036,-1.0245,-0.018105,-10.029,11.34,21.369
27.644,0.010531,0.030047,0.019512,-1.0252,-0.017093,-10.032,11.344,21.376
27.645,0.030232,-0.074314,-0.0051919,-1.0258,-0.016081,-10.035,11.347,21.382
27.646,-0.013977,0.0036054,0.039453,-1.0265,-0.015068,-10.039,11.35,21.389
27.647,-0.031546,0.0081107,0.026945,-1.0271,-0.014055,-10.041,11.353,21.394
27.648,-0.11552,0.041574,0.051045,-1.0278,-0.013041,-10.044,11.356,21.4
27.649,-0.12394,-0.028232,0.027058,-1.0284,-0.012026,-10.046,11.359,21.405
27.65,-0.06414,0.054809,0.0037302,-1.029,-0.011011,-10.049,11.362,21.41
27.651,-0.041489,0.035787,0.01181,-1.0297,-0.0099947,-10.051,11.364,21.415
27.652,-0.044248,0.012063,-0.0074007,-1.0303,-0.0089781,-10.052,11.367,21.419
27.653,0.0054578,0.014563,-0.018052,-1.0309,-0.0079609,-10.054,11.37,21.423
27.654,0.0072403,0.057404,-0.0053295,-1.0315,-0.006943,-10.055,11.372,21.427
27.655,0.048678,0.018909,-0.048076,-1.0321,-0.0059246,-10.056,11.375,21.431
27.656,0.06647,-0.0056011,-0.064008,-1.0327,-0.0049055,-10.057,11.377,21.434
27.657,0.056076,0.02168,-0.030747,-1.0333,-0.0038858,-10.058,11.379,21.437
27.658,0.070576,-0.040685,-0.062611,-1.0339,-0.0028656,-10.058,11.382,21.44
27.659,0.032267,-0.064224,-0.039202,-1.0345,-0.0018447,-10.058,11.384,21.442
27.66,0.067559,-0.059342,-0.020462,-1.0351,-0.00082332,-10.058,11.386,21.444
27.661,0.06178,-0.024608,-0.01971,-1.0357,0.00019868,-10.058,11.389,21.446
27.662,-0.015188,-0.032736,-0.004461,-1.0362,0.0012213,-10.057,11.391,21.448
27.663,0.016535,0.0029805,0.031169,-1.0368,0.0022444,-10.057,11.393,21.45
27.664,0.07609,-0.011141,0.026268,-1.0374,0.0032681,-10.056,11.395,21.451
27.665,0.048903,0.051912,-0.0040196,-1.0379,0.0042924,-10.055,11.397,21.452
27.666,-0.025181,0.028641,0.021561,-1.0385,0.0053172,-10.054,11.399,21.454
27.667,0.047939,0.065889,0.050967,-1.039,0.0063426,-10.053,11.401,21.454
27.668,0.030311,-0.00028827,0.050417,-1.0395,0.0073685,-10.052,11.403,21.455
27.669,-0.0010245,-0.0078613,0.029607,-1.0401,0.008395,-10.05,11.405,21.456
27.67,-0.012624,0.0084131,0.012296,-1.0406,0.0094219,-10.049,11.407,21.456
27.671,-0.0040061,0.0077332,-0.0093852,-1.0411,0.010449,-10.047,11.409,21.456
27.672,-0.034475,-0.047574,0.0088528,-1.0417,0.011478,-10.045,11.411,21.456
27.673,-0.066376,-0.0396,0.0073256,-1.0422,0.012506,-10.043,11.413,21.456
27.674,-0.074273,0.011128,0.011962,-1.0427,0.013535,-10.041,11.415,21.456
27.675,-0.092093,-0.056672,-0.020366,-1.0432,0.014565,-10.038,11.417,21.456
27.676,-0.075195,-0.077259,0.029161,-1.0437,0.015595,-10.036,11.419,21.455
27.677,-0.12159,-0.033514,0.01949,-1.0442,0.016625,-10.034,11.421,21.454
27.678,-0.035347,-0.0017588,-7.6818e-05,-1.0447,0.017657,-10.031,11.423,21.454
27.679,-0.06267,-0.011648,0.047665,-1.0452,0.018688,-10.028,11.425,21.453
27.68,-0.022734,-0.041073,0.015306,-1.0457,0.01972,-10.026,11.426,21.452
27.681,-0.0070961,-0.01908,0.058751,-1.0461,0.020753,-10.023,11.428,21.451
27.682,-0.0095022,-0.015951,0.035522,-1.0466,0.021786,-10.02,11.43,21.45
27.683,0.079784,-0.022694,0.070792,-1.0471,0.022819,-10.017,11.432,21.448
27.684,0.049833,-0.059765,0.051314,-1.0476,0.023853,-10.013,11.433,21.447
27.685,0.063199,-0.033965,0.096346,-1.048,0.024888,-10.01,11.435,21.445
27.686,0.069005,0.0071733,0.01356,-1.0485,0.025923,-10.007,11.437,21.444
27.687,0.04788,0.015523,0.082042,-1.0489,0.026958,-10.003,11.438,21.442
27.688,0.05589,0.035285,0.035732,-1.0494,0.027994,-9.9999,11.44,21.44
27.689,0.063175,0.04111,0.053009,-1.0498,0.02903,-9.9963,11.441,21.438
27.69,0.034943,0.043315,0.0094671,-1.0502,0.030066,-9.9926,11.443,21.436
27.691,0.062306,0.049186,-0.015052,-1.0507,0.031104,-9.9889,11.445,21.434
27.692,0.040282,-0.0054236,-0.019912,-1.0511,0.032141,-9.9852,11.446,21.431
27.693,0.017327,0.052645,-0.021338,-1.0515,0.033179,-9.9814,11.448,21.429
27.694,0.016722,0.033828,-0.055776,-1.0519,0.034217,-9.9775,11.449,21.427
27.695,0.024242,-0.0019103,-0.054763,-1.0523,0.035256,-9.9736,11.451,21.425
27.696,-0.030722,-0.024055,-0.050543,-1.0527,0.036295,-9.9697,11.453,21.422
27.697,-0.039333,0.048361,-0.062781,-1.0531,0.037335,-9.9657,11.454,21.42
27.698,-0.03128,-0.0099217,-0.056098,-1.0535,0.038375,-9.9617,11.456,21.418
27.699,-0.03656,0.0046748,-0.083067,-1.0539,0.039415,-9.9576,11.457,21.415
27.7,-0.066741,-0.036644,-0.069506,-1.0543,0.040456,-9.9535,11.459,21.413
27.701,-0.012847,0.0672,-0.048544,-1.0547,0.041497,-9.9494,11.461,21.41
27.702,-0.0674,0.016729,-0.054735,-1.055,0.042538,-9.9452,11.462,21.407
27.703,-0.0094889,-0.0045936,-0.099504,-1.0554,0.04358,-9.941,11.464,21.405
27.704,-0.074075,0.017907,-0.0056938,-1.0558,0.044623,-9.9368,11.465,21.402
27.705,-0.022538,0.011784,-0.012767,-1.0561,0.045665,-9.9326,11.467,21.399
27.706,-0.049467,-0.040178,-0.025891,-1.0565,0.046708,-9.9283,11.468,21.396
27.707,-0.035881,-0.029905,0.034785,-1.0568,0.047751,-9.9241,11.47,21.394
27.708,-0.012592,-0.0083055,0.00070343,-1.0572,0.048795,-9.9198,11.471,21.391
27.709,-0.050239,-0.047959,0.025994,-1.0575,0.049839,-9.9154,11.472,21.388
27.71,-0.046059,-0.061792,-0.012861,-1.0578,0.050883,-9.9111,11.474,21.385
27.711,-0.022068,-0.033943,0.059874,-1.0582,0.051928,-9.9067,11.475,21.382
27.712,-0.064582,-0.066029,0.041312,-1.0585,0.052973,-9.9023,11.477,21.379
27.713,0.015052,-0.043036,0.0052099,-1.0588,0.054018,-9.8978,11.478,21.376
27.714,0.03663,-0.0060383,0.044375,-1.0591,0.055064,-9.8933,11.479,21.373
27.715,0.019809,-0.036063,0.0501,-1.0594,0.05611,-9.8889,11.481,21.37
27.716,0.053079,0.0095578,0.070699,-1.0597,0.057156,-9.8844,11.482,21.367
27.717,0.063971,0.073416,0.054315,-1.06,0.058202,-9.8799,11.483,21.363
27.718,0.0053556,0.1082,0.051032,-1.0603,0.059249,-9.8754,11.485,21.36
27.719,0.039226,0.14149,0.077561,-1.0606,0.060296,-9.8708,11.486,21.357
27.72,0.01399,0.090501,0.06259,-1.0609,0.061344,-9.8663,11.487,21.353
27.721,0.0043467,0.1288,0.032543,-1.0612,0.062391,-9.8618,11.488,21.35
27.722,-0.0083456,0.13141,-0.0045375,-1.0614,0.063439,-9.8574,11.489,21.346
27.723,0.052354,0.066035,-0.033447,-1.0617,0.064488,-9.8529,11.49,21.343
27.724,0.04109,0.02805,0.015809,-1.062,0.065536,-9.8485,11.491,21.34
27.725,0.076504,0.02227,-0.0034695,-1.0622,0.066585,-9.8441,11.492,21.336
27.726,0.015515,-0.074658,-0.033168,-1.0625,0.067634,-9.8397,11.493,21.333
27.727,0.10294,-0.061918,-0.01925,-1.0627,0.068683,-9.8353,11.494,21.329
27.728,0.048912,-0.083566,-0.013965,-1.063,0.069733,-9.8309,11.495,21.326
27.729,0.0085806,-0.076174,0.0011553,-1.0632,0.070782,-9.8265,11.496,21.322
27.73,-0.0076708,-0.054933,-0.011348,-1.0635,0.071832,-9.8221,11.496,21.318
27.731,0.059324,-0.040479,-0.073044,-1.0637,0.072883,-9.8178,11.497,21.315
27.732,0.035401,-0.010071,-0.040069,-1.0639,0.073933,-9.8134,11.498,21.312
27.733,0.011335,0.0025937,-0.072254,-1.0641,0.074984,-9.809,11.499,21.308
27.734,0.0018345,0.041846,-0.042195,-1.0643,0.076034,-9.8047,11.5,21.305
27.735,-0.013516,0.014434,-0.025608,-1.0645,0.077086,-9.8003,11.501,21.301
27.736,-0.031674,0.016343,-0.015972,-1.0647,0.078137,-9.796,11.502,21.298
27.737,-0.041223,0.027104,0.024645,-1.0649,0.079188,-9.7916,11.502,21.294
27.738,-0.021997,0.0026517,0.0038007,-1.0651,0.08024,-9.7873,11.503,21.291
27.739,-0.035779,0.019534,0.070577,-1.0653,0.081292,-9.7829,11.504,21.287
27.74,-0.034003,0.0022911,0.0083871,-1.0655,0.082344,-9.7785,11.505,21.284
27.741,-0.027673,0.040025,0.025772,-1.0657,0.083396,-9.7742,11.506,21.28
27.742,-0.011341,0.024128,0.028859,-1.0659,0.084449,-9.7698,11.507,21.277
27.743,-0.011428,0.029325,0.024369,-1.066,0.085501,-9.7654,11.508,21.273
27.744,0.010502,0.034793,0.018294,-1.0662,0.086554,-9.761,11.509,21.27
27.745,0.0044312,-0.00052991,-0.021213,-1.0663,0.087607,-9.7567,11.509,21.266
27.746,-0.021083,0.030895,-0.0033697,-1.0665,0.08866,-9.7523,11.51,21.263
27.747,-0.00079287,-0.024783,-0.049263,-1.0666,0.089713,-9.748,11.511,21.259
27.748,-0.03647,0.010413,-0.019172,-1.0668,0.090766,-9.7437,11.512,21.256
27.749,-0.071283,-0.0060205,-0.023719,-1.0669,0.09182,-9.7394,11.513,21.252
27.75,-0.039317,-0.00038126,-0.052535,-1.067,0.092873,-9.7351,11.514,21.249
27.751,-0.027476,0.010245,-0.076221,-1.0672,0.093927,-9.7309,11.515,21.246
27.752,-0.025847,-0.023217,-0.033628,-1.0673,0.094981,-9.7268,11.516,21.242
27.753,-0.01114,-0.00056038,-0.05696,-1.0674,0.096035,-9.7227,11.517,21.239
27.754,0.025413,0.015009,0.0032556,-1.0675,0.097089,-9.7188,11.518,21.236
27.755,0.056345,-0.0073371,-0.042765,-1.0676,0.098143,-9.7149,11.518,21.233
27.756,0.062984,0.0096036,0.040851,-1.0677,0.099198,-9.711,11.519,21.23
27.757,0.097483,-0.018123,0.044544,-1.0678,0.10025,-9.7073,11.52,21.228
27.758,0.091367,0.025157,0.078959,-1.0679,0.10131,-9.7037,11.521,21.225
27.759,0.078304,-0.047274,0.017833,-1.068,0.10236,-9.7001,11.522,21.222
27.76,0.061803,-0.035154,-0.0041436,-1.0681,0.10342,-9.6967,11.523,21.22
27.761,0.035657,-0.06577,0.031812,-1.0682,0.10447,-9.6933,11.524,21.218
27.762,-0.0081728,-0.030638,0.013679,-1.0682,0.10553,-9.69,11.525,21.215
27.763,-0.021931,-0.041344,0.065095,-1.0683,0.10658,-9.6868,11.526,21.213
27.764,-0.065676,-0.028548,0.066662,-1.0684,0.10764,-9.6836,11.527,21.211
27.765,-0.030288,-0.048647,0.084547,-1.0684,0.10869,-9.6805,11.528,21.209
27.766,-0.010611,-0.023654,0.11594,-1.0685,0.10975,-9.6774,11.529,21.207
27.767,-0.013837,-0.017313,0.099909,-1.0685,0.1108,-9.6744,11.53,21.205
27.768,-0.012059,-0.070797,0.074259,-1.0686,0.11186,-9.6713,11.531,21.202
27.769,0.0039505,-0.011578,0.021719,-1.0686,0.11291,-9.6683,11.532,21.2
27.77,-0.0017888,-0.10832,0.0023968,-1.0686,0.11397,-9.6653,11.533,21.198
27.771,-0.0045989,-0.016662,-0.073263,-1.0686,0.11502,-9.6623,11.534,21.196
27.772,-0.031388,-0.017626,-0.09121,-1.0687,0.11608,-9.6594,11.535,21.194
27.773,-0.059769,-0.042479,-0.095644,-1.0687,0.11713,-9.6565,11.536,21.192
27.774,-0.073037,0.0056173,-0.097648,-1.0687,0.11819,-9.6535,11.537,21.191
27.775,-0.095545,0.013713,-0.108,-1.0687,0.11924,-9.6506,11.538,21.189
27.776,-0.10774,0.032031,-0.087845,-1.0687,0.1203,-9.6477,11.539,21.187
27.777,-0.031408,0.018282,-0.063817,-1.0687,0.12135,-9.6448,11.54,21.185
27.778,-0.032089,0.010176,-0.040799,-1.0687,0.12241,-9.6419,11.541,21.183
27.779,-0.0101,0.023759,-0.021679,-1.0687,0.12346,-9.6391,11.542,21.181
27.78,0.044761,-0.012169,0.031925,-1.0686,0.12452,-9.6362,11.543,21.179
27.781,0.032782,-0.0081795,-0.017943,-1.0686,0.12557,-9.6333,11.543,21.177
27.782,0.10991,0.054144,0.013085,-1.0686,0.12663,-9.6305,11.544,21.175
27.783,0.060201,0.035506,0.067032,-1.0686,0.12769,-9.6277,11.545,21.173
27.784,0.09967,0.088448,0.01582,-1.0685,0.12874,-9.6249,11.546,21.171
27.785,0.093743,0.095885,0.071591,-1.0685,0.1298,-9.6221,11.547,21.169
27.786,0.039041,0.099646,0.0006354,-1.0684,0.13085,-9.6194,11.547,21.167
27.787,0.058586,0.085223,0.10367,-1.0684,0.13191,-9.6166,11.548,21.165
27.788,-0.0075192,0.10505,0.12225,-1.0683,0.13296,-9.614,11.549,21.163
27.789,0.0076475,0.10287,0.12026,-1.0682,0.13402,-9.6113,11.55,21.161
27.79,0.01569,0.041308,0.1322,-1.0682,0.13507,-9.6087,11.55,21.159
27.791,-0.065351,0.010004,0.15758,-1.0681,0.13613,-9.6062,11.551,21.157
27.792,-0.047731,0.0074192,0.045909,-1.068,0.13718,-9.6037,11.552,21.155
27.793,-0.058841,-0.047857,0.068799,-1.0679,0.13823,-9.6012,11.552,21.154
27.794,-0.076733,-0.08401,0.045706,-1.0678,0.13929,-9.5988,11.553,21.152
27.795,-0.080916,-0.090567,0.0095495,-1.0677,0.14034,-9.5965,11.554,21.15
27.796,-0.061424,-0.075958,-0.069833,-1.0676,0.1414,-9.5941,11.554,21.148
27.797,0.023065,-0.044689,-0.062436,-1.0675,0.14245,-9.5918,11.555,21.147
27.798,0.066351,0.0041384,-0.09552,-1.0674,0.14351,-9.5895,11.555,21.145
27.799,0.059527,-0.019593,-0.076117,-1.0673,0.14456,-9.5873,11.556,21.143
27.8,0.094059,-0.038877,-0.10522,-1.0672,0.14561,-9.5851,11.556,21.141
27.801,0.040376,-0.0031173,-0.045973,-1.0671,0.14667,-9.5829,11.557,21.14
27.802,0.024792,-0.0091896,-0.054782,-1.0669,0.14772,-9.5807,11.557,21.138
27.803,0.0092156,-0.048953,-0.016998,-1.0668,0.14877,-9.5786,11.558,21.137
27.804,-0.05816,-0.043116,-0.045988,-1.0666,0.14983,-9.5764,11.559,21.135
27.805,-0.01335,0.016857,-0.034552,-1.0665,0.15088,-9.5744,11.559,21.134
27.806,-0.060585,-0.00385,-0.021477,-1.0663,0.15193,-9.5724,11.56,21.132
27.807,-0.010482,-0.068725,-0.02047,-1.0662,0.15299,-9.5704,11.56,21.131
27.808,-0.045726,-0.0080011,-0.0089312,-1.066,0.15404,-9.5685,11.561,21.129
27.809,-0.040011,-0.030221,-0.049608,-1.0659,0.15509,-9.5667,11.562,21.128
27.81,0.014268,0.029068,0.0044565,-1.0657,0.15614,-9.565,11.562,21.127
27.811,-0.041817,-0.020057,0.0067138,-1.0655,0.1572,-9.5635,11.563,21.126
27.812,-0.02297,0.04184,-0.010998,-1.0653,0.15825,-9.562,11.563,21.125
27.813,-0.030317,0.021324,-0.025433,-1.0651,0.1593,-9.5606,11.564,21.124
27.814,0.036307,0.0088968,-0.018598,-1.0649,0.16035,-9.5593,11.564,21.124
27.815,-0.0077182,-0.0045911,-0.0044964,-1.0648,0.1614,-9.5581,11.565,21.123
27.816,0.012788,-0.055236,-0.013196,-1.0646,0.16246,-9.557,11.565,21.123
